"","site_no","datetime","discharge_mean","gage"
"1",2089000,1930-03-01,2230,"Goldsboro"
"2",2089000,1930-03-02,2230,"Goldsboro"
"3",2089000,1930-03-03,2280,"Goldsboro"
"4",2089000,1930-03-04,2330,"Goldsboro"
"5",2089000,1930-03-05,2230,"Goldsboro"
"6",2089000,1930-03-06,2080,"Goldsboro"
"7",2089000,1930-03-07,2030,"Goldsboro"
"8",2089000,1930-03-08,2960,"Goldsboro"
"9",2089000,1930-03-09,4380,"Goldsboro"
"10",2089000,1930-03-10,5150,"Goldsboro"
"11",2089000,1930-03-11,5220,"Goldsboro"
"12",2089000,1930-03-12,4380,"Goldsboro"
"13",2089000,1930-03-13,3500,"Goldsboro"
"14",2089000,1930-03-14,2840,"Goldsboro"
"15",2089000,1930-03-15,2380,"Goldsboro"
"16",2089000,1930-03-16,2130,"Goldsboro"
"17",2089000,1930-03-17,1980,"Goldsboro"
"18",2089000,1930-03-18,1900,"Goldsboro"
"19",2089000,1930-03-19,1900,"Goldsboro"
"20",2089000,1930-03-20,1900,"Goldsboro"
"21",2089000,1930-03-21,1900,"Goldsboro"
"22",2089000,1930-03-22,2000,"Goldsboro"
"23",2089000,1930-03-23,2000,"Goldsboro"
"24",2089000,1930-03-24,2000,"Goldsboro"
"25",2089000,1930-03-25,1900,"Goldsboro"
"26",2089000,1930-03-26,1800,"Goldsboro"
"27",2089000,1930-03-27,1800,"Goldsboro"
"28",2089000,1930-03-28,1630,"Goldsboro"
"29",2089000,1930-03-29,1580,"Goldsboro"
"30",2089000,1930-03-30,1580,"Goldsboro"
"31",2089000,1930-03-31,1680,"Goldsboro"
"32",2089000,1930-04-01,1680,"Goldsboro"
"33",2089000,1930-04-02,1530,"Goldsboro"
"34",2089000,1930-04-03,1480,"Goldsboro"
"35",2089000,1930-04-04,1580,"Goldsboro"
"36",2089000,1930-04-05,1980,"Goldsboro"
"37",2089000,1930-04-06,2380,"Goldsboro"
"38",2089000,1930-04-07,2960,"Goldsboro"
"39",2089000,1930-04-08,3680,"Goldsboro"
"40",2089000,1930-04-09,4520,"Goldsboro"
"41",2089000,1930-04-10,4450,"Goldsboro"
"42",2089000,1930-04-11,3440,"Goldsboro"
"43",2089000,1930-04-12,2430,"Goldsboro"
"44",2089000,1930-04-13,2030,"Goldsboro"
"45",2089000,1930-04-14,1780,"Goldsboro"
"46",2089000,1930-04-15,1630,"Goldsboro"
"47",2089000,1930-04-16,1530,"Goldsboro"
"48",2089000,1930-04-17,1480,"Goldsboro"
"49",2089000,1930-04-18,1630,"Goldsboro"
"50",2089000,1930-04-19,1730,"Goldsboro"
"51",2089000,1930-04-20,2030,"Goldsboro"
"52",2089000,1930-04-21,2780,"Goldsboro"
"53",2089000,1930-04-22,2960,"Goldsboro"
"54",2089000,1930-04-23,2660,"Goldsboro"
"55",2089000,1930-04-24,2080,"Goldsboro"
"56",2089000,1930-04-25,1730,"Goldsboro"
"57",2089000,1930-04-26,1480,"Goldsboro"
"58",2089000,1930-04-27,1280,"Goldsboro"
"59",2089000,1930-04-28,1180,"Goldsboro"
"60",2089000,1930-04-29,1130,"Goldsboro"
"61",2089000,1930-04-30,1080,"Goldsboro"
"62",2089000,1930-05-01,1030,"Goldsboro"
"63",2089000,1930-05-02,1030,"Goldsboro"
"64",2089000,1930-05-03,980,"Goldsboro"
"65",2089000,1930-05-04,890,"Goldsboro"
"66",2089000,1930-05-05,810,"Goldsboro"
"67",2089000,1930-05-06,810,"Goldsboro"
"68",2089000,1930-05-07,770,"Goldsboro"
"69",2089000,1930-05-08,730,"Goldsboro"
"70",2089000,1930-05-09,690,"Goldsboro"
"71",2089000,1930-05-10,730,"Goldsboro"
"72",2089000,1930-05-11,730,"Goldsboro"
"73",2089000,1930-05-12,650,"Goldsboro"
"74",2089000,1930-05-13,610,"Goldsboro"
"75",2089000,1930-05-14,650,"Goldsboro"
"76",2089000,1930-05-15,810,"Goldsboro"
"77",2089000,1930-05-16,930,"Goldsboro"
"78",2089000,1930-05-17,1180,"Goldsboro"
"79",2089000,1930-05-18,1280,"Goldsboro"
"80",2089000,1930-05-19,1080,"Goldsboro"
"81",2089000,1930-05-20,890,"Goldsboro"
"82",2089000,1930-05-21,770,"Goldsboro"
"83",2089000,1930-05-22,730,"Goldsboro"
"84",2089000,1930-05-23,980,"Goldsboro"
"85",2089000,1930-05-24,890,"Goldsboro"
"86",2089000,1930-05-25,810,"Goldsboro"
"87",2089000,1930-05-26,730,"Goldsboro"
"88",2089000,1930-05-27,650,"Goldsboro"
"89",2089000,1930-05-28,574,"Goldsboro"
"90",2089000,1930-05-29,506,"Goldsboro"
"91",2089000,1930-05-30,506,"Goldsboro"
"92",2089000,1930-05-31,650,"Goldsboro"
"93",2089000,1930-06-01,810,"Goldsboro"
"94",2089000,1930-06-02,730,"Goldsboro"
"95",2089000,1930-06-03,574,"Goldsboro"
"96",2089000,1930-06-04,540,"Goldsboro"
"97",2089000,1930-06-05,506,"Goldsboro"
"98",2089000,1930-06-06,474,"Goldsboro"
"99",2089000,1930-06-07,574,"Goldsboro"
"100",2089000,1930-06-08,890,"Goldsboro"
"101",2089000,1930-06-09,1980,"Goldsboro"
"102",2089000,1930-06-10,3380,"Goldsboro"
"103",2089000,1930-06-11,4240,"Goldsboro"
"104",2089000,1930-06-12,4730,"Goldsboro"
"105",2089000,1930-06-13,4380,"Goldsboro"
"106",2089000,1930-06-14,3860,"Goldsboro"
"107",2089000,1930-06-15,3260,"Goldsboro"
"108",2089000,1930-06-16,2380,"Goldsboro"
"109",2089000,1930-06-17,1880,"Goldsboro"
"110",2089000,1930-06-18,1580,"Goldsboro"
"111",2089000,1930-06-19,2130,"Goldsboro"
"112",2089000,1930-06-20,3620,"Goldsboro"
"113",2089000,1930-06-21,4660,"Goldsboro"
"114",2089000,1930-06-22,5290,"Goldsboro"
"115",2089000,1930-06-23,4100,"Goldsboro"
"116",2089000,1930-06-24,1980,"Goldsboro"
"117",2089000,1930-06-25,1080,"Goldsboro"
"118",2089000,1930-06-26,890,"Goldsboro"
"119",2089000,1930-06-27,850,"Goldsboro"
"120",2089000,1930-06-28,770,"Goldsboro"
"121",2089000,1930-06-29,770,"Goldsboro"
"122",2089000,1930-06-30,690,"Goldsboro"
"123",2089000,1930-07-01,690,"Goldsboro"
"124",2089000,1930-07-02,650,"Goldsboro"
"125",2089000,1930-07-03,650,"Goldsboro"
"126",2089000,1930-07-04,690,"Goldsboro"
"127",2089000,1930-07-05,850,"Goldsboro"
"128",2089000,1930-07-06,810,"Goldsboro"
"129",2089000,1930-07-07,690,"Goldsboro"
"130",2089000,1930-07-08,574,"Goldsboro"
"131",2089000,1930-07-09,540,"Goldsboro"
"132",2089000,1930-07-10,506,"Goldsboro"
"133",2089000,1930-07-11,442,"Goldsboro"
"134",2089000,1930-07-12,412,"Goldsboro"
"135",2089000,1930-07-13,384,"Goldsboro"
"136",2089000,1930-07-14,358,"Goldsboro"
"137",2089000,1930-07-15,506,"Goldsboro"
"138",2089000,1930-07-16,810,"Goldsboro"
"139",2089000,1930-07-17,980,"Goldsboro"
"140",2089000,1930-07-18,1580,"Goldsboro"
"141",2089000,1930-07-19,1780,"Goldsboro"
"142",2089000,1930-07-20,1880,"Goldsboro"
"143",2089000,1930-07-21,2600,"Goldsboro"
"144",2089000,1930-07-22,3140,"Goldsboro"
"145",2089000,1930-07-23,2280,"Goldsboro"
"146",2089000,1930-07-24,1280,"Goldsboro"
"147",2089000,1930-07-25,1030,"Goldsboro"
"148",2089000,1930-07-26,1130,"Goldsboro"
"149",2089000,1930-07-27,850,"Goldsboro"
"150",2089000,1930-07-28,730,"Goldsboro"
"151",2089000,1930-07-29,650,"Goldsboro"
"152",2089000,1930-07-30,574,"Goldsboro"
"153",2089000,1930-07-31,540,"Goldsboro"
"154",2089000,1930-08-01,540,"Goldsboro"
"155",2089000,1930-08-02,650,"Goldsboro"
"156",2089000,1930-08-03,770,"Goldsboro"
"157",2089000,1930-08-04,850,"Goldsboro"
"158",2089000,1930-08-05,650,"Goldsboro"
"159",2089000,1930-08-06,506,"Goldsboro"
"160",2089000,1930-08-07,442,"Goldsboro"
"161",2089000,1930-08-08,384,"Goldsboro"
"162",2089000,1930-08-09,358,"Goldsboro"
"163",2089000,1930-08-10,358,"Goldsboro"
"164",2089000,1930-08-11,334,"Goldsboro"
"165",2089000,1930-08-12,312,"Goldsboro"
"166",2089000,1930-08-13,312,"Goldsboro"
"167",2089000,1930-08-14,312,"Goldsboro"
"168",2089000,1930-08-15,292,"Goldsboro"
"169",2089000,1930-08-16,292,"Goldsboro"
"170",2089000,1930-08-17,292,"Goldsboro"
"171",2089000,1930-08-18,412,"Goldsboro"
"172",2089000,1930-08-19,506,"Goldsboro"
"173",2089000,1930-08-20,574,"Goldsboro"
"174",2089000,1930-08-21,506,"Goldsboro"
"175",2089000,1930-08-22,474,"Goldsboro"
"176",2089000,1930-08-23,442,"Goldsboro"
"177",2089000,1930-08-24,384,"Goldsboro"
"178",2089000,1930-08-25,358,"Goldsboro"
"179",2089000,1930-08-26,334,"Goldsboro"
"180",2089000,1930-08-27,292,"Goldsboro"
"181",2089000,1930-08-28,274,"Goldsboro"
"182",2089000,1930-08-29,274,"Goldsboro"
"183",2089000,1930-08-30,256,"Goldsboro"
"184",2089000,1930-08-31,240,"Goldsboro"
"185",2089000,1930-09-01,240,"Goldsboro"
"186",2089000,1930-09-02,240,"Goldsboro"
"187",2089000,1930-09-03,240,"Goldsboro"
"188",2089000,1930-09-04,240,"Goldsboro"
"189",2089000,1930-09-05,240,"Goldsboro"
"190",2089000,1930-09-06,240,"Goldsboro"
"191",2089000,1930-09-07,224,"Goldsboro"
"192",2089000,1930-09-08,224,"Goldsboro"
"193",2089000,1930-09-09,210,"Goldsboro"
"194",2089000,1930-09-10,1150,"Goldsboro"
"195",2089000,1930-09-11,980,"Goldsboro"
"196",2089000,1930-09-12,540,"Goldsboro"
"197",2089000,1930-09-13,384,"Goldsboro"
"198",2089000,1930-09-14,384,"Goldsboro"
"199",2089000,1930-09-15,358,"Goldsboro"
"200",2089000,1930-09-16,412,"Goldsboro"
"201",2089000,1930-09-17,442,"Goldsboro"
"202",2089000,1930-09-18,442,"Goldsboro"
"203",2089000,1930-09-19,384,"Goldsboro"
"204",2089000,1930-09-20,358,"Goldsboro"
"205",2089000,1930-09-21,334,"Goldsboro"
"206",2089000,1930-09-22,312,"Goldsboro"
"207",2089000,1930-09-23,292,"Goldsboro"
"208",2089000,1930-09-24,256,"Goldsboro"
"209",2089000,1930-09-25,224,"Goldsboro"
"210",2089000,1930-09-26,224,"Goldsboro"
"211",2089000,1930-09-27,210,"Goldsboro"
"212",2089000,1930-09-28,210,"Goldsboro"
"213",2089000,1930-09-29,210,"Goldsboro"
"214",2089000,1930-09-30,210,"Goldsboro"
"215",2089000,1930-10-01,210,"Goldsboro"
"216",2089000,1930-10-02,188,"Goldsboro"
"217",2089000,1930-10-03,200,"Goldsboro"
"218",2089000,1930-10-04,200,"Goldsboro"
"219",2089000,1930-10-05,200,"Goldsboro"
"220",2089000,1930-10-06,200,"Goldsboro"
"221",2089000,1930-10-07,200,"Goldsboro"
"222",2089000,1930-10-08,180,"Goldsboro"
"223",2089000,1930-10-09,180,"Goldsboro"
"224",2089000,1930-10-10,180,"Goldsboro"
"225",2089000,1930-10-11,180,"Goldsboro"
"226",2089000,1930-10-12,180,"Goldsboro"
"227",2089000,1930-10-13,180,"Goldsboro"
"228",2089000,1930-10-14,180,"Goldsboro"
"229",2089000,1930-10-15,240,"Goldsboro"
"230",2089000,1930-10-16,240,"Goldsboro"
"231",2089000,1930-10-17,240,"Goldsboro"
"232",2089000,1930-10-18,474,"Goldsboro"
"233",2089000,1930-10-19,358,"Goldsboro"
"234",2089000,1930-10-20,292,"Goldsboro"
"235",2089000,1930-10-21,274,"Goldsboro"
"236",2089000,1930-10-22,224,"Goldsboro"
"237",2089000,1930-10-23,188,"Goldsboro"
"238",2089000,1930-10-24,180,"Goldsboro"
"239",2089000,1930-10-25,180,"Goldsboro"
"240",2089000,1930-10-26,188,"Goldsboro"
"241",2089000,1930-10-27,188,"Goldsboro"
"242",2089000,1930-10-28,180,"Goldsboro"
"243",2089000,1930-10-29,188,"Goldsboro"
"244",2089000,1930-10-30,210,"Goldsboro"
"245",2089000,1930-10-31,224,"Goldsboro"
"246",2089000,1930-11-01,256,"Goldsboro"
"247",2089000,1930-11-02,334,"Goldsboro"
"248",2089000,1930-11-03,274,"Goldsboro"
"249",2089000,1930-11-04,240,"Goldsboro"
"250",2089000,1930-11-05,292,"Goldsboro"
"251",2089000,1930-11-06,384,"Goldsboro"
"252",2089000,1930-11-07,810,"Goldsboro"
"253",2089000,1930-11-08,770,"Goldsboro"
"254",2089000,1930-11-09,610,"Goldsboro"
"255",2089000,1930-11-10,540,"Goldsboro"
"256",2089000,1930-11-11,412,"Goldsboro"
"257",2089000,1930-11-12,358,"Goldsboro"
"258",2089000,1930-11-13,442,"Goldsboro"
"259",2089000,1930-11-14,442,"Goldsboro"
"260",2089000,1930-11-15,442,"Goldsboro"
"261",2089000,1930-11-16,442,"Goldsboro"
"262",2089000,1930-11-17,442,"Goldsboro"
"263",2089000,1930-11-18,384,"Goldsboro"
"264",2089000,1930-11-19,412,"Goldsboro"
"265",2089000,1930-11-20,442,"Goldsboro"
"266",2089000,1930-11-21,442,"Goldsboro"
"267",2089000,1930-11-22,442,"Goldsboro"
"268",2089000,1930-11-23,442,"Goldsboro"
"269",2089000,1930-11-24,442,"Goldsboro"
"270",2089000,1930-11-25,412,"Goldsboro"
"271",2089000,1930-11-26,358,"Goldsboro"
"272",2089000,1930-11-27,384,"Goldsboro"
"273",2089000,1930-11-28,384,"Goldsboro"
"274",2089000,1930-11-29,358,"Goldsboro"
"275",2089000,1930-11-30,358,"Goldsboro"
"276",2089000,1930-12-01,334,"Goldsboro"
"277",2089000,1930-12-02,384,"Goldsboro"
"278",2089000,1930-12-03,412,"Goldsboro"
"279",2089000,1930-12-04,540,"Goldsboro"
"280",2089000,1930-12-05,506,"Goldsboro"
"281",2089000,1930-12-06,474,"Goldsboro"
"282",2089000,1930-12-07,506,"Goldsboro"
"283",2089000,1930-12-08,574,"Goldsboro"
"284",2089000,1930-12-09,850,"Goldsboro"
"285",2089000,1930-12-10,1030,"Goldsboro"
"286",2089000,1930-12-11,980,"Goldsboro"
"287",2089000,1930-12-12,890,"Goldsboro"
"288",2089000,1930-12-13,730,"Goldsboro"
"289",2089000,1930-12-14,690,"Goldsboro"
"290",2089000,1930-12-15,610,"Goldsboro"
"291",2089000,1930-12-16,540,"Goldsboro"
"292",2089000,1930-12-17,574,"Goldsboro"
"293",2089000,1930-12-18,650,"Goldsboro"
"294",2089000,1930-12-19,690,"Goldsboro"
"295",2089000,1930-12-20,810,"Goldsboro"
"296",2089000,1930-12-21,1080,"Goldsboro"
"297",2089000,1930-12-22,1380,"Goldsboro"
"298",2089000,1930-12-23,1480,"Goldsboro"
"299",2089000,1930-12-24,1430,"Goldsboro"
"300",2089000,1930-12-25,1330,"Goldsboro"
"301",2089000,1930-12-26,1230,"Goldsboro"
"302",2089000,1930-12-27,1380,"Goldsboro"
"303",2089000,1930-12-28,2330,"Goldsboro"
"304",2089000,1930-12-29,3320,"Goldsboro"
"305",2089000,1930-12-30,3860,"Goldsboro"
"306",2089000,1930-12-31,3980,"Goldsboro"
"307",2089000,1931-01-01,3200,"Goldsboro"
"308",2089000,1931-01-02,2380,"Goldsboro"
"309",2089000,1931-01-03,1930,"Goldsboro"
"310",2089000,1931-01-04,1630,"Goldsboro"
"311",2089000,1931-01-05,1430,"Goldsboro"
"312",2089000,1931-01-06,1330,"Goldsboro"
"313",2089000,1931-01-07,1330,"Goldsboro"
"314",2089000,1931-01-08,1580,"Goldsboro"
"315",2089000,1931-01-09,1980,"Goldsboro"
"316",2089000,1931-01-10,1680,"Goldsboro"
"317",2089000,1931-01-11,1430,"Goldsboro"
"318",2089000,1931-01-12,1380,"Goldsboro"
"319",2089000,1931-01-13,1730,"Goldsboro"
"320",2089000,1931-01-14,2780,"Goldsboro"
"321",2089000,1931-01-15,3740,"Goldsboro"
"322",2089000,1931-01-16,3920,"Goldsboro"
"323",2089000,1931-01-17,3320,"Goldsboro"
"324",2089000,1931-01-18,2720,"Goldsboro"
"325",2089000,1931-01-19,2330,"Goldsboro"
"326",2089000,1931-01-20,2330,"Goldsboro"
"327",2089000,1931-01-21,2540,"Goldsboro"
"328",2089000,1931-01-22,2540,"Goldsboro"
"329",2089000,1931-01-23,2600,"Goldsboro"
"330",2089000,1931-01-24,2180,"Goldsboro"
"331",2089000,1931-01-25,1830,"Goldsboro"
"332",2089000,1931-01-26,1630,"Goldsboro"
"333",2089000,1931-01-27,1480,"Goldsboro"
"334",2089000,1931-01-28,1430,"Goldsboro"
"335",2089000,1931-01-29,1330,"Goldsboro"
"336",2089000,1931-01-30,1280,"Goldsboro"
"337",2089000,1931-01-31,1230,"Goldsboro"
"338",2089000,1931-02-01,1180,"Goldsboro"
"339",2089000,1931-02-02,1080,"Goldsboro"
"340",2089000,1931-02-03,1030,"Goldsboro"
"341",2089000,1931-02-04,980,"Goldsboro"
"342",2089000,1931-02-05,930,"Goldsboro"
"343",2089000,1931-02-06,930,"Goldsboro"
"344",2089000,1931-02-07,930,"Goldsboro"
"345",2089000,1931-02-08,890,"Goldsboro"
"346",2089000,1931-02-09,890,"Goldsboro"
"347",2089000,1931-02-10,890,"Goldsboro"
"348",2089000,1931-02-11,980,"Goldsboro"
"349",2089000,1931-02-12,1080,"Goldsboro"
"350",2089000,1931-02-13,1180,"Goldsboro"
"351",2089000,1931-02-14,1130,"Goldsboro"
"352",2089000,1931-02-15,1180,"Goldsboro"
"353",2089000,1931-02-16,1280,"Goldsboro"
"354",2089000,1931-02-17,1380,"Goldsboro"
"355",2089000,1931-02-18,1380,"Goldsboro"
"356",2089000,1931-02-19,1430,"Goldsboro"
"357",2089000,1931-02-20,1430,"Goldsboro"
"358",2089000,1931-02-21,1430,"Goldsboro"
"359",2089000,1931-02-22,1380,"Goldsboro"
"360",2089000,1931-02-23,1330,"Goldsboro"
"361",2089000,1931-02-24,1280,"Goldsboro"
"362",2089000,1931-02-25,1230,"Goldsboro"
"363",2089000,1931-02-26,1080,"Goldsboro"
"364",2089000,1931-02-27,1030,"Goldsboro"
"365",2089000,1931-02-28,930,"Goldsboro"
"366",2089000,1931-03-01,930,"Goldsboro"
"367",2089000,1931-03-02,980,"Goldsboro"
"368",2089000,1931-03-03,1180,"Goldsboro"
"369",2089000,1931-03-04,1330,"Goldsboro"
"370",2089000,1931-03-05,1380,"Goldsboro"
"371",2089000,1931-03-06,1280,"Goldsboro"
"372",2089000,1931-03-07,1180,"Goldsboro"
"373",2089000,1931-03-08,1080,"Goldsboro"
"374",2089000,1931-03-09,1030,"Goldsboro"
"375",2089000,1931-03-10,1130,"Goldsboro"
"376",2089000,1931-03-11,1280,"Goldsboro"
"377",2089000,1931-03-12,1330,"Goldsboro"
"378",2089000,1931-03-13,1180,"Goldsboro"
"379",2089000,1931-03-14,1080,"Goldsboro"
"380",2089000,1931-03-15,890,"Goldsboro"
"381",2089000,1931-03-16,850,"Goldsboro"
"382",2089000,1931-03-17,810,"Goldsboro"
"383",2089000,1931-03-18,850,"Goldsboro"
"384",2089000,1931-03-19,810,"Goldsboro"
"385",2089000,1931-03-20,770,"Goldsboro"
"386",2089000,1931-03-21,810,"Goldsboro"
"387",2089000,1931-03-22,930,"Goldsboro"
"388",2089000,1931-03-23,1380,"Goldsboro"
"389",2089000,1931-03-24,2280,"Goldsboro"
"390",2089000,1931-03-25,3560,"Goldsboro"
"391",2089000,1931-03-26,3740,"Goldsboro"
"392",2089000,1931-03-27,3320,"Goldsboro"
"393",2089000,1931-03-28,2230,"Goldsboro"
"394",2089000,1931-03-29,1780,"Goldsboro"
"395",2089000,1931-03-30,1830,"Goldsboro"
"396",2089000,1931-03-31,2230,"Goldsboro"
"397",2089000,1931-04-01,2780,"Goldsboro"
"398",2089000,1931-04-02,3080,"Goldsboro"
"399",2089000,1931-04-03,3020,"Goldsboro"
"400",2089000,1931-04-04,3500,"Goldsboro"
"401",2089000,1931-04-05,3560,"Goldsboro"
"402",2089000,1931-04-06,3800,"Goldsboro"
"403",2089000,1931-04-07,4870,"Goldsboro"
"404",2089000,1931-04-08,5990,"Goldsboro"
"405",2089000,1931-04-09,6550,"Goldsboro"
"406",2089000,1931-04-10,7110,"Goldsboro"
"407",2089000,1931-04-11,7410,"Goldsboro"
"408",2089000,1931-04-12,7740,"Goldsboro"
"409",2089000,1931-04-13,7830,"Goldsboro"
"410",2089000,1931-04-14,7650,"Goldsboro"
"411",2089000,1931-04-15,5990,"Goldsboro"
"412",2089000,1931-04-16,3080,"Goldsboro"
"413",2089000,1931-04-17,2180,"Goldsboro"
"414",2089000,1931-04-18,1930,"Goldsboro"
"415",2089000,1931-04-19,1830,"Goldsboro"
"416",2089000,1931-04-20,1830,"Goldsboro"
"417",2089000,1931-04-21,2080,"Goldsboro"
"418",2089000,1931-04-22,2130,"Goldsboro"
"419",2089000,1931-04-23,2430,"Goldsboro"
"420",2089000,1931-04-24,2480,"Goldsboro"
"421",2089000,1931-04-25,2600,"Goldsboro"
"422",2089000,1931-04-26,2660,"Goldsboro"
"423",2089000,1931-04-27,2380,"Goldsboro"
"424",2089000,1931-04-28,2180,"Goldsboro"
"425",2089000,1931-04-29,2130,"Goldsboro"
"426",2089000,1931-04-30,1930,"Goldsboro"
"427",2089000,1931-05-01,1780,"Goldsboro"
"428",2089000,1931-05-02,1530,"Goldsboro"
"429",2089000,1931-05-03,1480,"Goldsboro"
"430",2089000,1931-05-04,1630,"Goldsboro"
"431",2089000,1931-05-05,1780,"Goldsboro"
"432",2089000,1931-05-06,1780,"Goldsboro"
"433",2089000,1931-05-07,1680,"Goldsboro"
"434",2089000,1931-05-08,1980,"Goldsboro"
"435",2089000,1931-05-09,3080,"Goldsboro"
"436",2089000,1931-05-10,4660,"Goldsboro"
"437",2089000,1931-05-11,5360,"Goldsboro"
"438",2089000,1931-05-12,6060,"Goldsboro"
"439",2089000,1931-05-13,6550,"Goldsboro"
"440",2089000,1931-05-14,6060,"Goldsboro"
"441",2089000,1931-05-15,3860,"Goldsboro"
"442",2089000,1931-05-16,2900,"Goldsboro"
"443",2089000,1931-05-17,2130,"Goldsboro"
"444",2089000,1931-05-18,1680,"Goldsboro"
"445",2089000,1931-05-19,1430,"Goldsboro"
"446",2089000,1931-05-20,1280,"Goldsboro"
"447",2089000,1931-05-21,1280,"Goldsboro"
"448",2089000,1931-05-22,1630,"Goldsboro"
"449",2089000,1931-05-23,3620,"Goldsboro"
"450",2089000,1931-05-24,4870,"Goldsboro"
"451",2089000,1931-05-25,5500,"Goldsboro"
"452",2089000,1931-05-26,6200,"Goldsboro"
"453",2089000,1931-05-27,6550,"Goldsboro"
"454",2089000,1931-05-28,6690,"Goldsboro"
"455",2089000,1931-05-29,6130,"Goldsboro"
"456",2089000,1931-05-30,3500,"Goldsboro"
"457",2089000,1931-05-31,1780,"Goldsboro"
"458",2089000,1931-06-01,1380,"Goldsboro"
"459",2089000,1931-06-02,1180,"Goldsboro"
"460",2089000,1931-06-03,1130,"Goldsboro"
"461",2089000,1931-06-04,1080,"Goldsboro"
"462",2089000,1931-06-05,980,"Goldsboro"
"463",2089000,1931-06-06,930,"Goldsboro"
"464",2089000,1931-06-07,890,"Goldsboro"
"465",2089000,1931-06-08,890,"Goldsboro"
"466",2089000,1931-06-09,850,"Goldsboro"
"467",2089000,1931-06-10,810,"Goldsboro"
"468",2089000,1931-06-11,730,"Goldsboro"
"469",2089000,1931-06-12,650,"Goldsboro"
"470",2089000,1931-06-13,610,"Goldsboro"
"471",2089000,1931-06-14,540,"Goldsboro"
"472",2089000,1931-06-15,506,"Goldsboro"
"473",2089000,1931-06-16,610,"Goldsboro"
"474",2089000,1931-06-17,1180,"Goldsboro"
"475",2089000,1931-06-18,3020,"Goldsboro"
"476",2089000,1931-06-19,2780,"Goldsboro"
"477",2089000,1931-06-20,1780,"Goldsboro"
"478",2089000,1931-06-21,1080,"Goldsboro"
"479",2089000,1931-06-22,770,"Goldsboro"
"480",2089000,1931-06-23,610,"Goldsboro"
"481",2089000,1931-06-24,540,"Goldsboro"
"482",2089000,1931-06-25,574,"Goldsboro"
"483",2089000,1931-06-26,930,"Goldsboro"
"484",2089000,1931-06-27,770,"Goldsboro"
"485",2089000,1931-06-28,506,"Goldsboro"
"486",2089000,1931-06-29,474,"Goldsboro"
"487",2089000,1931-06-30,384,"Goldsboro"
"488",2089000,1931-07-01,384,"Goldsboro"
"489",2089000,1931-07-02,358,"Goldsboro"
"490",2089000,1931-07-03,334,"Goldsboro"
"491",2089000,1931-07-04,312,"Goldsboro"
"492",2089000,1931-07-05,610,"Goldsboro"
"493",2089000,1931-07-06,1830,"Goldsboro"
"494",2089000,1931-07-07,3920,"Goldsboro"
"495",2089000,1931-07-08,4040,"Goldsboro"
"496",2089000,1931-07-09,2840,"Goldsboro"
"497",2089000,1931-07-10,1830,"Goldsboro"
"498",2089000,1931-07-11,1680,"Goldsboro"
"499",2089000,1931-07-12,1580,"Goldsboro"
"500",2089000,1931-07-13,1430,"Goldsboro"
"501",2089000,1931-07-14,1430,"Goldsboro"
"502",2089000,1931-07-15,2540,"Goldsboro"
"503",2089000,1931-07-16,2720,"Goldsboro"
"504",2089000,1931-07-17,2380,"Goldsboro"
"505",2089000,1931-07-18,1830,"Goldsboro"
"506",2089000,1931-07-19,1180,"Goldsboro"
"507",2089000,1931-07-20,1380,"Goldsboro"
"508",2089000,1931-07-21,1180,"Goldsboro"
"509",2089000,1931-07-22,1330,"Goldsboro"
"510",2089000,1931-07-23,1180,"Goldsboro"
"511",2089000,1931-07-24,3570,"Goldsboro"
"512",2089000,1931-07-25,3570,"Goldsboro"
"513",2089000,1931-07-26,2320,"Goldsboro"
"514",2089000,1931-07-27,2420,"Goldsboro"
"515",2089000,1931-07-28,3210,"Goldsboro"
"516",2089000,1931-07-29,3150,"Goldsboro"
"517",2089000,1931-07-30,1660,"Goldsboro"
"518",2089000,1931-07-31,852,"Goldsboro"
"519",2089000,1931-08-01,680,"Goldsboro"
"520",2089000,1931-08-02,2320,"Goldsboro"
"521",2089000,1931-08-03,4020,"Goldsboro"
"522",2089000,1931-08-04,4680,"Goldsboro"
"523",2089000,1931-08-05,5330,"Goldsboro"
"524",2089000,1931-08-06,5680,"Goldsboro"
"525",2089000,1931-08-07,5750,"Goldsboro"
"526",2089000,1931-08-08,6310,"Goldsboro"
"527",2089000,1931-08-09,7210,"Goldsboro"
"528",2089000,1931-08-10,8510,"Goldsboro"
"529",2089000,1931-08-11,9420,"Goldsboro"
"530",2089000,1931-08-12,9780,"Goldsboro"
"531",2089000,1931-08-13,9060,"Goldsboro"
"532",2089000,1931-08-14,8400,"Goldsboro"
"533",2089000,1931-08-15,8620,"Goldsboro"
"534",2089000,1931-08-16,9780,"Goldsboro"
"535",2089000,1931-08-17,11000,"Goldsboro"
"536",2089000,1931-08-18,11200,"Goldsboro"
"537",2089000,1931-08-19,10400,"Goldsboro"
"538",2089000,1931-08-20,9420,"Goldsboro"
"539",2089000,1931-08-21,8400,"Goldsboro"
"540",2089000,1931-08-22,7580,"Goldsboro"
"541",2089000,1931-08-23,7480,"Goldsboro"
"542",2089000,1931-08-24,8290,"Goldsboro"
"543",2089000,1931-08-25,9420,"Goldsboro"
"544",2089000,1931-08-26,10000,"Goldsboro"
"545",2089000,1931-08-27,9540,"Goldsboro"
"546",2089000,1931-08-28,7980,"Goldsboro"
"547",2089000,1931-08-29,4740,"Goldsboro"
