"","site_no","datetime","discharge_mean","gage"
"1",2087500,1927-08-01,540,"Clayton"
"2",2087500,1927-08-02,1760,"Clayton"
"3",2087500,1927-08-03,1080,"Clayton"
"4",2087500,1927-08-04,1250,"Clayton"
"5",2087500,1927-08-05,2020,"Clayton"
"6",2087500,1927-08-06,1190,"Clayton"
"7",2087500,1927-08-07,511,"Clayton"
"8",2087500,1927-08-08,366,"Clayton"
"9",2087500,1927-08-09,557,"Clayton"
"10",2087500,1927-08-10,704,"Clayton"
"11",2087500,1927-08-11,704,"Clayton"
"12",2087500,1927-08-12,489,"Clayton"
"13",2087500,1927-08-13,366,"Clayton"
"14",2087500,1927-08-14,270,"Clayton"
"15",2087500,1927-08-15,205,"Clayton"
"16",2087500,1927-08-16,252,"Clayton"
"17",2087500,1927-08-17,179,"Clayton"
"18",2087500,1927-08-18,155,"Clayton"
"19",2087500,1927-08-19,346,"Clayton"
"20",2087500,1927-08-20,489,"Clayton"
"21",2087500,1927-08-21,254,"Clayton"
"22",2087500,1927-08-22,423,"Clayton"
"23",2087500,1927-08-23,805,"Clayton"
"24",2087500,1927-08-24,446,"Clayton"
"25",2087500,1927-08-25,1370,"Clayton"
"26",2087500,1927-08-26,6540,"Clayton"
"27",2087500,1927-08-27,4190,"Clayton"
"28",2087500,1927-08-28,1820,"Clayton"
"29",2087500,1927-08-29,1080,"Clayton"
"30",2087500,1927-08-30,704,"Clayton"
"31",2087500,1927-08-31,605,"Clayton"
"32",2087500,1927-09-01,1200,"Clayton"
"33",2087500,1927-09-02,1640,"Clayton"
"34",2087500,1927-09-03,1640,"Clayton"
"35",2087500,1927-09-04,2080,"Clayton"
"36",2087500,1927-09-05,1130,"Clayton"
"37",2087500,1927-09-06,630,"Clayton"
"38",2087500,1927-09-07,511,"Clayton"
"39",2087500,1927-09-08,511,"Clayton"
"40",2087500,1927-09-09,1030,"Clayton"
"41",2087500,1927-09-10,1430,"Clayton"
"42",2087500,1927-09-11,964,"Clayton"
"43",2087500,1927-09-12,630,"Clayton"
"44",2087500,1927-09-13,446,"Clayton"
"45",2087500,1927-09-14,346,"Clayton"
"46",2087500,1927-09-15,346,"Clayton"
"47",2087500,1927-09-16,308,"Clayton"
"48",2087500,1927-09-17,290,"Clayton"
"49",2087500,1927-09-18,290,"Clayton"
"50",2087500,1927-09-19,252,"Clayton"
"51",2087500,1927-09-20,308,"Clayton"
"52",2087500,1927-09-21,308,"Clayton"
"53",2087500,1927-09-22,366,"Clayton"
"54",2087500,1927-09-23,385,"Clayton"
"55",2087500,1927-09-24,308,"Clayton"
"56",2087500,1927-09-25,270,"Clayton"
"57",2087500,1927-09-26,235,"Clayton"
"58",2087500,1927-09-27,252,"Clayton"
"59",2087500,1927-09-28,205,"Clayton"
"60",2087500,1927-09-29,205,"Clayton"
"61",2087500,1927-09-30,235,"Clayton"
"62",2087500,1927-10-01,205,"Clayton"
"63",2087500,1927-10-02,192,"Clayton"
"64",2087500,1927-10-03,205,"Clayton"
"65",2087500,1927-10-04,405,"Clayton"
"66",2087500,1927-10-05,346,"Clayton"
"67",2087500,1927-10-06,366,"Clayton"
"68",2087500,1927-10-07,385,"Clayton"
"69",2087500,1927-10-08,290,"Clayton"
"70",2087500,1927-10-09,996,"Clayton"
"71",2087500,1927-10-10,1950,"Clayton"
"72",2087500,1927-10-11,1950,"Clayton"
"73",2087500,1927-10-12,1250,"Clayton"
"74",2087500,1927-10-13,1690,"Clayton"
"75",2087500,1927-10-14,2800,"Clayton"
"76",2087500,1927-10-15,2500,"Clayton"
"77",2087500,1927-10-16,1190,"Clayton"
"78",2087500,1927-10-17,805,"Clayton"
"79",2087500,1927-10-18,704,"Clayton"
"80",2087500,1927-10-19,654,"Clayton"
"81",2087500,1927-10-20,630,"Clayton"
"82",2087500,1927-10-21,557,"Clayton"
"83",2087500,1927-10-22,446,"Clayton"
"84",2087500,1927-10-23,385,"Clayton"
"85",2087500,1927-10-24,346,"Clayton"
"86",2087500,1927-10-25,346,"Clayton"
"87",2087500,1927-10-26,327,"Clayton"
"88",2087500,1927-10-27,346,"Clayton"
"89",2087500,1927-10-28,270,"Clayton"
"90",2087500,1927-10-29,270,"Clayton"
"91",2087500,1927-10-30,220,"Clayton"
"92",2087500,1927-10-31,205,"Clayton"
"93",2087500,1927-11-01,235,"Clayton"
"94",2087500,1927-11-02,220,"Clayton"
"95",2087500,1927-11-03,220,"Clayton"
"96",2087500,1927-11-04,252,"Clayton"
"97",2087500,1927-11-05,270,"Clayton"
"98",2087500,1927-11-06,235,"Clayton"
"99",2087500,1927-11-07,220,"Clayton"
"100",2087500,1927-11-08,252,"Clayton"
"101",2087500,1927-11-09,270,"Clayton"
"102",2087500,1927-11-10,290,"Clayton"
"103",2087500,1927-11-11,346,"Clayton"
"104",2087500,1927-11-12,327,"Clayton"
"105",2087500,1927-11-13,327,"Clayton"
"106",2087500,1927-11-14,290,"Clayton"
"107",2087500,1927-11-15,366,"Clayton"
"108",2087500,1927-11-16,346,"Clayton"
"109",2087500,1927-11-17,412,"Clayton"
"110",2087500,1927-11-18,605,"Clayton"
"111",2087500,1927-11-19,489,"Clayton"
"112",2087500,1927-11-20,910,"Clayton"
"113",2087500,1927-11-21,605,"Clayton"
"114",2087500,1927-11-22,405,"Clayton"
"115",2087500,1927-11-23,346,"Clayton"
"116",2087500,1927-11-24,327,"Clayton"
"117",2087500,1927-11-25,290,"Clayton"
"118",2087500,1927-11-26,290,"Clayton"
"119",2087500,1927-11-27,270,"Clayton"
"120",2087500,1927-11-28,235,"Clayton"
"121",2087500,1927-11-29,308,"Clayton"
"122",2087500,1927-11-30,290,"Clayton"
"123",2087500,1927-12-01,308,"Clayton"
"124",2087500,1927-12-02,704,"Clayton"
"125",2087500,1927-12-03,1560,"Clayton"
"126",2087500,1927-12-04,5260,"Clayton"
"127",2087500,1927-12-05,8340,"Clayton"
"128",2087500,1927-12-06,7180,"Clayton"
"129",2087500,1927-12-07,5440,"Clayton"
"130",2087500,1927-12-08,4950,"Clayton"
"131",2087500,1927-12-09,4020,"Clayton"
"132",2087500,1927-12-10,3020,"Clayton"
"133",2087500,1927-12-11,1760,"Clayton"
"134",2087500,1927-12-12,1310,"Clayton"
"135",2087500,1927-12-13,1130,"Clayton"
"136",2087500,1927-12-14,1080,"Clayton"
"137",2087500,1927-12-15,1080,"Clayton"
"138",2087500,1927-12-16,1710,"Clayton"
"139",2087500,1927-12-17,5040,"Clayton"
"140",2087500,1927-12-18,4570,"Clayton"
"141",2087500,1927-12-19,4480,"Clayton"
"142",2087500,1927-12-20,2800,"Clayton"
"143",2087500,1927-12-21,1430,"Clayton"
"144",2087500,1927-12-22,1190,"Clayton"
"145",2087500,1927-12-23,1080,"Clayton"
"146",2087500,1927-12-24,964,"Clayton"
"147",2087500,1927-12-25,910,"Clayton"
"148",2087500,1927-12-26,857,"Clayton"
"149",2087500,1927-12-27,754,"Clayton"
"150",2087500,1927-12-28,704,"Clayton"
"151",2087500,1927-12-29,754,"Clayton"
"152",2087500,1927-12-30,805,"Clayton"
"153",2087500,1927-12-31,857,"Clayton"
"154",2087500,1928-01-01,1080,"Clayton"
"155",2087500,1928-01-02,1130,"Clayton"
"156",2087500,1928-01-03,1020,"Clayton"
"157",2087500,1928-01-04,857,"Clayton"
"158",2087500,1928-01-05,754,"Clayton"
"159",2087500,1928-01-06,805,"Clayton"
"160",2087500,1928-01-07,654,"Clayton"
"161",2087500,1928-01-08,605,"Clayton"
"162",2087500,1928-01-09,654,"Clayton"
"163",2087500,1928-01-10,805,"Clayton"
"164",2087500,1928-01-11,964,"Clayton"
"165",2087500,1928-01-12,910,"Clayton"
"166",2087500,1928-01-13,805,"Clayton"
"167",2087500,1928-01-14,704,"Clayton"
"168",2087500,1928-01-15,654,"Clayton"
"169",2087500,1928-01-16,630,"Clayton"
"170",2087500,1928-01-17,581,"Clayton"
"171",2087500,1928-01-18,581,"Clayton"
"172",2087500,1928-01-19,581,"Clayton"
"173",2087500,1928-01-20,630,"Clayton"
"174",2087500,1928-01-21,704,"Clayton"
"175",2087500,1928-01-22,857,"Clayton"
"176",2087500,1928-01-23,704,"Clayton"
"177",2087500,1928-01-24,605,"Clayton"
"178",2087500,1928-01-25,654,"Clayton"
"179",2087500,1928-01-26,964,"Clayton"
"180",2087500,1928-01-27,1310,"Clayton"
"181",2087500,1928-01-28,964,"Clayton"
"182",2087500,1928-01-29,805,"Clayton"
"183",2087500,1928-01-30,704,"Clayton"
"184",2087500,1928-01-31,1190,"Clayton"
"185",2087500,1928-02-01,654,"Clayton"
"186",2087500,1928-02-02,754,"Clayton"
"187",2087500,1928-02-03,1310,"Clayton"
"188",2087500,1928-02-04,1250,"Clayton"
"189",2087500,1928-02-05,964,"Clayton"
"190",2087500,1928-02-06,910,"Clayton"
"191",2087500,1928-02-07,910,"Clayton"
"192",2087500,1928-02-08,1080,"Clayton"
"193",2087500,1928-02-09,2140,"Clayton"
"194",2087500,1928-02-10,3180,"Clayton"
"195",2087500,1928-02-11,3180,"Clayton"
"196",2087500,1928-02-12,1760,"Clayton"
"197",2087500,1928-02-13,1250,"Clayton"
"198",2087500,1928-02-14,1080,"Clayton"
"199",2087500,1928-02-15,1080,"Clayton"
"200",2087500,1928-02-16,1130,"Clayton"
"201",2087500,1928-02-17,1190,"Clayton"
"202",2087500,1928-02-18,1190,"Clayton"
"203",2087500,1928-02-19,1370,"Clayton"
"204",2087500,1928-02-20,1370,"Clayton"
"205",2087500,1928-02-21,1190,"Clayton"
"206",2087500,1928-02-22,1080,"Clayton"
"207",2087500,1928-02-23,3020,"Clayton"
"208",2087500,1928-02-24,3840,"Clayton"
"209",2087500,1928-02-25,2580,"Clayton"
"210",2087500,1928-02-26,1760,"Clayton"
"211",2087500,1928-02-27,1310,"Clayton"
"212",2087500,1928-02-28,1190,"Clayton"
"213",2087500,1928-02-29,1080,"Clayton"
"214",2087500,1928-03-01,1080,"Clayton"
"215",2087500,1928-03-02,964,"Clayton"
"216",2087500,1928-03-03,910,"Clayton"
"217",2087500,1928-03-04,754,"Clayton"
"218",2087500,1928-03-05,704,"Clayton"
"219",2087500,1928-03-06,654,"Clayton"
"220",2087500,1928-03-07,605,"Clayton"
"221",2087500,1928-03-08,605,"Clayton"
"222",2087500,1928-03-09,630,"Clayton"
"223",2087500,1928-03-10,857,"Clayton"
"224",2087500,1928-03-11,1250,"Clayton"
"225",2087500,1928-03-12,1310,"Clayton"
"226",2087500,1928-03-13,1250,"Clayton"
"227",2087500,1928-03-14,1190,"Clayton"
"228",2087500,1928-03-15,1020,"Clayton"
"229",2087500,1928-03-16,910,"Clayton"
"230",2087500,1928-03-17,1310,"Clayton"
"231",2087500,1928-03-18,3090,"Clayton"
"232",2087500,1928-03-19,4110,"Clayton"
"233",2087500,1928-03-20,4020,"Clayton"
"234",2087500,1928-03-21,3500,"Clayton"
"235",2087500,1928-03-22,1820,"Clayton"
"236",2087500,1928-03-23,1310,"Clayton"
"237",2087500,1928-03-24,1190,"Clayton"
"238",2087500,1928-03-25,1080,"Clayton"
"239",2087500,1928-03-26,1080,"Clayton"
"240",2087500,1928-03-27,1080,"Clayton"
"241",2087500,1928-03-28,1080,"Clayton"
"242",2087500,1928-03-29,1080,"Clayton"
"243",2087500,1928-03-30,1020,"Clayton"
"244",2087500,1928-03-31,964,"Clayton"
"245",2087500,1928-04-01,805,"Clayton"
"246",2087500,1928-04-02,704,"Clayton"
"247",2087500,1928-04-03,654,"Clayton"
"248",2087500,1928-04-04,630,"Clayton"
"249",2087500,1928-04-05,605,"Clayton"
"250",2087500,1928-04-06,605,"Clayton"
"251",2087500,1928-04-07,605,"Clayton"
"252",2087500,1928-04-08,605,"Clayton"
"253",2087500,1928-04-09,581,"Clayton"
"254",2087500,1928-04-10,1020,"Clayton"
"255",2087500,1928-04-11,2070,"Clayton"
"256",2087500,1928-04-12,4210,"Clayton"
"257",2087500,1928-04-13,4020,"Clayton"
"258",2087500,1928-04-14,3420,"Clayton"
"259",2087500,1928-04-15,1870,"Clayton"
"260",2087500,1928-04-16,1690,"Clayton"
"261",2087500,1928-04-17,1760,"Clayton"
"262",2087500,1928-04-18,1560,"Clayton"
"263",2087500,1928-04-19,1310,"Clayton"
"264",2087500,1928-04-20,1190,"Clayton"
"265",2087500,1928-04-21,1130,"Clayton"
"266",2087500,1928-04-22,1080,"Clayton"
"267",2087500,1928-04-23,1430,"Clayton"
"268",2087500,1928-04-24,1560,"Clayton"
"269",2087500,1928-04-25,1880,"Clayton"
"270",2087500,1928-04-26,1690,"Clayton"
"271",2087500,1928-04-27,1420,"Clayton"
"272",2087500,1928-04-28,4680,"Clayton"
"273",2087500,1928-04-29,7490,"Clayton"
"274",2087500,1928-04-30,7280,"Clayton"
"275",2087500,1928-05-01,8560,"Clayton"
"276",2087500,1928-05-02,9330,"Clayton"
"277",2087500,1928-05-03,8100,"Clayton"
"278",2087500,1928-05-04,3780,"Clayton"
"279",2087500,1928-05-05,1240,"Clayton"
"280",2087500,1928-05-06,1010,"Clayton"
"281",2087500,1928-05-07,899,"Clayton"
"282",2087500,1928-05-08,792,"Clayton"
"283",2087500,1928-05-09,1180,"Clayton"
"284",2087500,1928-05-10,1120,"Clayton"
"285",2087500,1928-05-11,1010,"Clayton"
"286",2087500,1928-05-12,845,"Clayton"
"287",2087500,1928-05-13,636,"Clayton"
"288",2087500,1928-05-14,538,"Clayton"
"289",2087500,1928-05-15,468,"Clayton"
"290",2087500,1928-05-16,468,"Clayton"
"291",2087500,1928-05-17,468,"Clayton"
"292",2087500,1928-05-18,468,"Clayton"
"293",2087500,1928-05-19,792,"Clayton"
"294",2087500,1928-05-20,1060,"Clayton"
"295",2087500,1928-05-21,899,"Clayton"
"296",2087500,1928-05-22,739,"Clayton"
"297",2087500,1928-05-23,636,"Clayton"
"298",2087500,1928-05-24,538,"Clayton"
"299",2087500,1928-05-25,636,"Clayton"
"300",2087500,1928-05-26,1060,"Clayton"
"301",2087500,1928-05-27,1010,"Clayton"
"302",2087500,1928-05-28,845,"Clayton"
"303",2087500,1928-05-29,792,"Clayton"
"304",2087500,1928-05-30,792,"Clayton"
"305",2087500,1928-05-31,687,"Clayton"
"306",2087500,1928-06-01,491,"Clayton"
"307",2087500,1928-06-02,446,"Clayton"
"308",2087500,1928-06-03,424,"Clayton"
"309",2087500,1928-06-04,1180,"Clayton"
"310",2087500,1928-06-05,2150,"Clayton"
"311",2087500,1928-06-06,3590,"Clayton"
"312",2087500,1928-06-07,4240,"Clayton"
"313",2087500,1928-06-08,2670,"Clayton"
"314",2087500,1928-06-09,1180,"Clayton"
"315",2087500,1928-06-10,845,"Clayton"
"316",2087500,1928-06-11,1010,"Clayton"
"317",2087500,1928-06-12,1740,"Clayton"
"318",2087500,1928-06-13,1120,"Clayton"
"319",2087500,1928-06-14,953,"Clayton"
"320",2087500,1928-06-15,792,"Clayton"
"321",2087500,1928-06-16,687,"Clayton"
"322",2087500,1928-06-17,514,"Clayton"
"323",2087500,1928-06-18,424,"Clayton"
"324",2087500,1928-06-19,402,"Clayton"
"325",2087500,1928-06-20,362,"Clayton"
"326",2087500,1928-06-21,308,"Clayton"
"327",2087500,1928-06-22,362,"Clayton"
"328",2087500,1928-06-23,491,"Clayton"
"329",2087500,1928-06-24,468,"Clayton"
"330",2087500,1928-06-25,402,"Clayton"
"331",2087500,1928-06-26,382,"Clayton"
"332",2087500,1928-06-27,382,"Clayton"
"333",2087500,1928-06-28,687,"Clayton"
"334",2087500,1928-06-29,514,"Clayton"
"335",2087500,1928-06-30,1060,"Clayton"
"336",2087500,1928-07-01,899,"Clayton"
"337",2087500,1928-07-02,491,"Clayton"
"338",2087500,1928-07-03,424,"Clayton"
"339",2087500,1928-07-04,362,"Clayton"
"340",2087500,1928-07-05,325,"Clayton"
"341",2087500,1928-07-06,291,"Clayton"
"342",2087500,1928-07-07,275,"Clayton"
"343",2087500,1928-07-08,215,"Clayton"
"344",2087500,1928-07-09,188,"Clayton"
"345",2087500,1928-07-10,291,"Clayton"
"346",2087500,1928-07-11,424,"Clayton"
"347",2087500,1928-07-12,402,"Clayton"
"348",2087500,1928-07-13,424,"Clayton"
"349",2087500,1928-07-14,739,"Clayton"
"350",2087500,1928-07-15,1610,"Clayton"
"351",2087500,1928-07-16,1870,"Clayton"
"352",2087500,1928-07-17,1420,"Clayton"
"353",2087500,1928-07-18,1010,"Clayton"
"354",2087500,1928-07-19,636,"Clayton"
"355",2087500,1928-07-20,382,"Clayton"
"356",2087500,1928-07-21,291,"Clayton"
"357",2087500,1928-07-22,201,"Clayton"
"358",2087500,1928-07-23,164,"Clayton"
"359",2087500,1928-07-24,325,"Clayton"
"360",2087500,1928-07-25,402,"Clayton"
"361",2087500,1928-07-26,899,"Clayton"
"362",2087500,1928-07-27,953,"Clayton"
"363",2087500,1928-07-28,562,"Clayton"
"364",2087500,1928-07-29,275,"Clayton"
"365",2087500,1928-07-30,201,"Clayton"
"366",2087500,1928-07-31,201,"Clayton"
"367",2087500,1928-08-01,175,"Clayton"
"368",2087500,1928-08-02,142,"Clayton"
"369",2087500,1928-08-03,114,"Clayton"
"370",2087500,1928-08-04,123,"Clayton"
"371",2087500,1928-08-05,114,"Clayton"
"372",2087500,1928-08-06,132,"Clayton"
"373",2087500,1928-08-07,188,"Clayton"
"374",2087500,1928-08-08,175,"Clayton"
"375",2087500,1928-08-09,725,"Clayton"
"376",2087500,1928-08-10,687,"Clayton"
"377",2087500,1928-08-11,845,"Clayton"
"378",2087500,1928-08-12,792,"Clayton"
"379",2087500,1928-08-13,586,"Clayton"
"380",2087500,1928-08-14,739,"Clayton"
"381",2087500,1928-08-15,491,"Clayton"
"382",2087500,1928-08-16,3580,"Clayton"
"383",2087500,1928-08-17,3580,"Clayton"
"384",2087500,1928-08-18,3600,"Clayton"
"385",2087500,1928-08-19,3580,"Clayton"
"386",2087500,1928-08-20,3580,"Clayton"
"387",2087500,1928-08-21,3580,"Clayton"
"388",2087500,1928-08-22,1940,"Clayton"
"389",2087500,1928-08-23,1930,"Clayton"
"390",2087500,1928-08-24,1930,"Clayton"
"391",2087500,1928-08-25,1930,"Clayton"
"392",2087500,1928-08-26,2360,"Clayton"
"393",2087500,1928-08-27,2360,"Clayton"
"394",2087500,1928-08-28,2360,"Clayton"
"395",2087500,1928-08-29,2360,"Clayton"
"396",2087500,1928-08-30,550,"Clayton"
"397",2087500,1928-08-31,540,"Clayton"
"398",2087500,1928-09-01,540,"Clayton"
"399",2087500,1928-09-02,540,"Clayton"
"400",2087500,1928-09-03,8900,"Clayton"
"401",2087500,1928-09-04,8900,"Clayton"
"402",2087500,1928-09-05,8900,"Clayton"
"403",2087500,1928-09-06,8900,"Clayton"
"404",2087500,1928-09-07,8900,"Clayton"
"405",2087500,1928-09-08,8900,"Clayton"
"406",2087500,1928-09-09,8900,"Clayton"
"407",2087500,1928-09-10,8900,"Clayton"
"408",2087500,1928-09-11,8900,"Clayton"
"409",2087500,1928-09-12,8900,"Clayton"
"410",2087500,1928-09-13,1500,"Clayton"
"411",2087500,1928-09-14,1500,"Clayton"
"412",2087500,1928-09-15,1500,"Clayton"
"413",2087500,1928-09-16,1500,"Clayton"
"414",2087500,1928-09-17,1500,"Clayton"
"415",2087500,1928-09-18,1500,"Clayton"
"416",2087500,1928-09-19,11700,"Clayton"
"417",2087500,1928-09-20,11700,"Clayton"
"418",2087500,1928-09-21,11800,"Clayton"
"419",2087500,1928-09-22,11700,"Clayton"
"420",2087500,1928-09-23,11700,"Clayton"
"421",2087500,1928-09-24,9780,"Clayton"
"422",2087500,1928-09-25,8120,"Clayton"
"423",2087500,1928-09-26,3160,"Clayton"
"424",2087500,1928-09-27,1240,"Clayton"
"425",2087500,1928-09-28,1010,"Clayton"
"426",2087500,1928-09-29,1010,"Clayton"
"427",2087500,1928-09-30,1120,"Clayton"
"428",2087500,1928-10-01,1420,"Clayton"
"429",2087500,1928-10-02,1060,"Clayton"
"430",2087500,1928-10-03,953,"Clayton"
"431",2087500,1928-10-04,792,"Clayton"
"432",2087500,1928-10-05,739,"Clayton"
"433",2087500,1928-10-06,687,"Clayton"
"434",2087500,1928-10-07,1360,"Clayton"
"435",2087500,1928-10-08,1870,"Clayton"
"436",2087500,1928-10-09,1420,"Clayton"
"437",2087500,1928-10-10,953,"Clayton"
"438",2087500,1928-10-11,739,"Clayton"
"439",2087500,1928-10-12,636,"Clayton"
"440",2087500,1928-10-13,586,"Clayton"
"441",2087500,1928-10-14,562,"Clayton"
"442",2087500,1928-10-15,538,"Clayton"
"443",2087500,1928-10-16,538,"Clayton"
"444",2087500,1928-10-17,538,"Clayton"
"445",2087500,1928-10-18,514,"Clayton"
"446",2087500,1928-10-19,514,"Clayton"
"447",2087500,1928-10-20,514,"Clayton"
"448",2087500,1928-10-21,468,"Clayton"
"449",2087500,1928-10-22,446,"Clayton"
"450",2087500,1928-10-23,446,"Clayton"
"451",2087500,1928-10-24,562,"Clayton"
"452",2087500,1928-10-25,538,"Clayton"
"453",2087500,1928-10-26,514,"Clayton"
"454",2087500,1928-10-27,491,"Clayton"
"455",2087500,1928-10-28,446,"Clayton"
"456",2087500,1928-10-29,446,"Clayton"
"457",2087500,1928-10-30,424,"Clayton"
"458",2087500,1928-10-31,491,"Clayton"
"459",2087500,1928-11-01,538,"Clayton"
"460",2087500,1928-11-02,491,"Clayton"
"461",2087500,1928-11-03,514,"Clayton"
"462",2087500,1928-11-04,514,"Clayton"
"463",2087500,1928-11-05,514,"Clayton"
"464",2087500,1928-11-06,446,"Clayton"
"465",2087500,1928-11-07,424,"Clayton"
"466",2087500,1928-11-08,424,"Clayton"
"467",2087500,1928-11-09,446,"Clayton"
"468",2087500,1928-11-10,446,"Clayton"
"469",2087500,1928-11-11,468,"Clayton"
"470",2087500,1928-11-12,446,"Clayton"
"471",2087500,1928-11-13,424,"Clayton"
"472",2087500,1928-11-14,382,"Clayton"
"473",2087500,1928-11-15,402,"Clayton"
"474",2087500,1928-11-16,402,"Clayton"
"475",2087500,1928-11-17,402,"Clayton"
"476",2087500,1928-11-18,382,"Clayton"
"477",2087500,1928-11-19,446,"Clayton"
"478",2087500,1928-11-20,586,"Clayton"
"479",2087500,1928-11-21,424,"Clayton"
"480",2087500,1928-11-22,424,"Clayton"
"481",2087500,1928-11-23,446,"Clayton"
"482",2087500,1928-11-24,424,"Clayton"
"483",2087500,1928-11-25,402,"Clayton"
"484",2087500,1928-11-26,382,"Clayton"
"485",2087500,1928-11-27,402,"Clayton"
"486",2087500,1928-11-28,382,"Clayton"
"487",2087500,1928-11-29,402,"Clayton"
"488",2087500,1928-11-30,402,"Clayton"
"489",2087500,1928-12-01,424,"Clayton"
"490",2087500,1928-12-02,446,"Clayton"
"491",2087500,1928-12-03,446,"Clayton"
"492",2087500,1928-12-04,424,"Clayton"
"493",2087500,1928-12-05,402,"Clayton"
"494",2087500,1928-12-06,402,"Clayton"
"495",2087500,1928-12-07,402,"Clayton"
"496",2087500,1928-12-08,402,"Clayton"
"497",2087500,1928-12-09,362,"Clayton"
"498",2087500,1928-12-10,362,"Clayton"
"499",2087500,1928-12-11,402,"Clayton"
"500",2087500,1928-12-12,362,"Clayton"
"501",2087500,1928-12-13,362,"Clayton"
"502",2087500,1928-12-14,402,"Clayton"
"503",2087500,1928-12-15,586,"Clayton"
"504",2087500,1928-12-16,468,"Clayton"
"505",2087500,1928-12-17,446,"Clayton"
"506",2087500,1928-12-18,446,"Clayton"
"507",2087500,1928-12-19,446,"Clayton"
"508",2087500,1928-12-20,424,"Clayton"
"509",2087500,1928-12-21,491,"Clayton"
"510",2087500,1928-12-22,468,"Clayton"
"511",2087500,1928-12-23,402,"Clayton"
"512",2087500,1928-12-24,382,"Clayton"
"513",2087500,1928-12-25,362,"Clayton"
"514",2087500,1928-12-26,362,"Clayton"
"515",2087500,1928-12-27,344,"Clayton"
"516",2087500,1928-12-28,325,"Clayton"
"517",2087500,1928-12-29,325,"Clayton"
"518",2087500,1928-12-30,325,"Clayton"
"519",2087500,1928-12-31,325,"Clayton"
"520",2087500,1929-01-01,344,"Clayton"
"521",2087500,1929-01-02,325,"Clayton"
"522",2087500,1929-01-03,325,"Clayton"
"523",2087500,1929-01-04,308,"Clayton"
"524",2087500,1929-01-05,308,"Clayton"
"525",2087500,1929-01-06,491,"Clayton"
"526",2087500,1929-01-07,491,"Clayton"
"527",2087500,1929-01-08,424,"Clayton"
"528",2087500,1929-01-09,382,"Clayton"
"529",2087500,1929-01-10,446,"Clayton"
"530",2087500,1929-01-11,538,"Clayton"
"531",2087500,1929-01-12,772,"Clayton"
"532",2087500,1929-01-13,953,"Clayton"
"533",2087500,1929-01-14,792,"Clayton"
"534",2087500,1929-01-15,687,"Clayton"
"535",2087500,1929-01-16,586,"Clayton"
"536",2087500,1929-01-17,586,"Clayton"
"537",2087500,1929-01-18,538,"Clayton"
"538",2087500,1929-01-19,491,"Clayton"
"539",2087500,1929-01-20,446,"Clayton"
"540",2087500,1929-01-21,446,"Clayton"
"541",2087500,1929-01-22,424,"Clayton"
"542",2087500,1929-01-23,402,"Clayton"
"543",2087500,1929-01-24,382,"Clayton"
"544",2087500,1929-01-25,402,"Clayton"
"545",2087500,1929-01-26,402,"Clayton"
"546",2087500,1929-01-27,402,"Clayton"
"547",2087500,1929-01-28,446,"Clayton"
"548",2087500,1929-01-29,446,"Clayton"
"549",2087500,1929-01-30,424,"Clayton"
"550",2087500,1929-01-31,446,"Clayton"
"551",2087500,1929-02-01,424,"Clayton"
"552",2087500,1929-02-02,402,"Clayton"
"553",2087500,1929-02-03,382,"Clayton"
"554",2087500,1929-02-04,362,"Clayton"
"555",2087500,1929-02-05,382,"Clayton"
"556",2087500,1929-02-06,382,"Clayton"
"557",2087500,1929-02-07,636,"Clayton"
"558",2087500,1929-02-08,687,"Clayton"
"559",2087500,1929-02-09,687,"Clayton"
"560",2087500,1929-02-10,899,"Clayton"
"561",2087500,1929-02-11,1060,"Clayton"
"562",2087500,1929-02-12,1060,"Clayton"
"563",2087500,1929-02-13,845,"Clayton"
"564",2087500,1929-02-14,687,"Clayton"
"565",2087500,1929-02-15,687,"Clayton"
"566",2087500,1929-02-16,1600,"Clayton"
"567",2087500,1929-02-17,3080,"Clayton"
"568",2087500,1929-02-18,2800,"Clayton"
"569",2087500,1929-02-19,2040,"Clayton"
"570",2087500,1929-02-20,1300,"Clayton"
"571",2087500,1929-02-21,1480,"Clayton"
"572",2087500,1929-02-22,2670,"Clayton"
"573",2087500,1929-02-23,2910,"Clayton"
"574",2087500,1929-02-24,2830,"Clayton"
"575",2087500,1929-02-25,2370,"Clayton"
"576",2087500,1929-02-26,1730,"Clayton"
"577",2087500,1929-02-27,4240,"Clayton"
"578",2087500,1929-02-28,8220,"Clayton"
"579",2087500,1929-03-01,10600,"Clayton"
"580",2087500,1929-03-02,10100,"Clayton"
"581",2087500,1929-03-03,9000,"Clayton"
"582",2087500,1929-03-04,9670,"Clayton"
"583",2087500,1929-03-05,11500,"Clayton"
"584",2087500,1929-03-06,13400,"Clayton"
"585",2087500,1929-03-07,11800,"Clayton"
"586",2087500,1929-03-08,9550,"Clayton"
"587",2087500,1929-03-09,9330,"Clayton"
"588",2087500,1929-03-10,8560,"Clayton"
"589",2087500,1929-03-11,5410,"Clayton"
"590",2087500,1929-03-12,1600,"Clayton"
"591",2087500,1929-03-13,1300,"Clayton"
"592",2087500,1929-03-14,1240,"Clayton"
"593",2087500,1929-03-15,1870,"Clayton"
"594",2087500,1929-03-16,4170,"Clayton"
"595",2087500,1929-03-17,4040,"Clayton"
"596",2087500,1929-03-18,3770,"Clayton"
"597",2087500,1929-03-19,2020,"Clayton"
"598",2087500,1929-03-20,1420,"Clayton"
